"target_end_date","location","target","oracle_value"
2024-02-24,"Austin","Flu ED visits pct",2.7
2024-02-24,"Bronx","ILI ED visits",828
2024-02-24,"Brooklyn","ILI ED visits",829
2024-02-24,"Manhattan","ILI ED visits",537
2024-02-24,"NYC","ILI ED visits",3338
2024-02-24,"Queens","ILI ED visits",954
2024-02-24,"Staten Island","ILI ED visits",66
2024-03-02,"San Antonio","Flu ED visits pct",2.38
2024-03-02,"Dallas","Flu ED visits pct",2.31
2024-03-02,"El Paso","Flu ED visits pct",4.35
2024-03-02,"Houston","Flu ED visits pct",1.32
2024-03-02,"Austin","Flu ED visits pct",1.72
2024-03-02,"Bronx","ILI ED visits",768
2024-03-02,"Brooklyn","ILI ED visits",720
2024-03-02,"Manhattan","ILI ED visits",490
2024-03-02,"NYC","ILI ED visits",2963
2024-03-02,"Queens","ILI ED visits",812
2024-03-02,"Staten Island","ILI ED visits",78
2024-03-09,"San Antonio","Flu ED visits pct",2
2024-03-09,"Dallas","Flu ED visits pct",1.75
2024-03-09,"El Paso","Flu ED visits pct",3.37
2024-03-09,"Houston","Flu ED visits pct",1.17
2024-03-09,"Austin","Flu ED visits pct",1.48
2024-03-09,"Bronx","ILI ED visits",690
2024-03-09,"Brooklyn","ILI ED visits",641
2024-03-09,"Manhattan","ILI ED visits",498
2024-03-09,"NYC","ILI ED visits",2723
2024-03-09,"Queens","ILI ED visits",736
2024-03-09,"Staten Island","ILI ED visits",58
2024-03-16,"San Antonio","Flu ED visits pct",1.14
2024-03-16,"Dallas","Flu ED visits pct",1.21
2024-03-16,"El Paso","Flu ED visits pct",2.64
2024-03-16,"Houston","Flu ED visits pct",1.02
2024-03-16,"Austin","Flu ED visits pct",1.14
2024-03-16,"Bronx","ILI ED visits",660
2024-03-16,"Brooklyn","ILI ED visits",668
2024-03-16,"Manhattan","ILI ED visits",418
2024-03-16,"NYC","ILI ED visits",2601
2024-03-16,"Queens","ILI ED visits",717
2024-03-16,"Staten Island","ILI ED visits",54
2024-03-23,"San Antonio","Flu ED visits pct",0.88
2024-03-23,"Dallas","Flu ED visits pct",0.89
2024-03-23,"El Paso","Flu ED visits pct",1.98
2024-03-23,"Houston","Flu ED visits pct",0.73
2024-03-23,"Austin","Flu ED visits pct",0.77
2024-03-23,"Bronx","ILI ED visits",649
2024-03-23,"Brooklyn","ILI ED visits",630
2024-03-23,"Manhattan","ILI ED visits",430
2024-03-23,"NYC","ILI ED visits",2558
2024-03-23,"Queens","ILI ED visits",710
2024-03-23,"Staten Island","ILI ED visits",73
2024-03-30,"San Antonio","Flu ED visits pct",0.62
2024-03-30,"Dallas","Flu ED visits pct",0.87
2024-03-30,"El Paso","Flu ED visits pct",1.54
2024-03-30,"Houston","Flu ED visits pct",0.7
2024-03-30,"Austin","Flu ED visits pct",0.58
2024-03-30,"Bronx","ILI ED visits",691
2024-03-30,"Brooklyn","ILI ED visits",663
2024-03-30,"Manhattan","ILI ED visits",393
2024-03-30,"NYC","ILI ED visits",2637
2024-03-30,"Queens","ILI ED visits",740
2024-03-30,"Staten Island","ILI ED visits",55
2024-04-06,"San Antonio","Flu ED visits pct",0.41
2024-04-06,"Dallas","Flu ED visits pct",0.71
2024-04-06,"El Paso","Flu ED visits pct",1.2
2024-04-06,"Houston","Flu ED visits pct",0.52
2024-04-06,"Austin","Flu ED visits pct",0.58
2024-04-06,"Bronx","ILI ED visits",566
2024-04-06,"Brooklyn","ILI ED visits",671
2024-04-06,"Manhattan","ILI ED visits",406
2024-04-06,"NYC","ILI ED visits",2469
2024-04-06,"Queens","ILI ED visits",673
2024-04-06,"Staten Island","ILI ED visits",58
2024-04-13,"San Antonio","Flu ED visits pct",0.3
2024-04-13,"Dallas","Flu ED visits pct",0.52
2024-04-13,"El Paso","Flu ED visits pct",1.01
2024-04-13,"Houston","Flu ED visits pct",0.45
2024-04-13,"Austin","Flu ED visits pct",0.61
2024-04-13,"Bronx","ILI ED visits",539
2024-04-13,"Brooklyn","ILI ED visits",627
2024-04-13,"Manhattan","ILI ED visits",391
2024-04-13,"NYC","ILI ED visits",2279
2024-04-13,"Queens","ILI ED visits",617
2024-04-13,"Staten Island","ILI ED visits",43
2024-04-20,"San Antonio","Flu ED visits pct",0.22
2024-04-20,"Dallas","Flu ED visits pct",0.42
2024-04-20,"El Paso","Flu ED visits pct",1
2024-04-20,"Houston","Flu ED visits pct",0.38
2024-04-20,"Austin","Flu ED visits pct",0.45
2024-04-20,"Bronx","ILI ED visits",528
2024-04-20,"Brooklyn","ILI ED visits",573
2024-04-20,"Manhattan","ILI ED visits",367
2024-04-20,"NYC","ILI ED visits",2190
2024-04-20,"Queens","ILI ED visits",601
2024-04-20,"Staten Island","ILI ED visits",52
2024-04-27,"San Antonio","Flu ED visits pct",0.27
2024-04-27,"Dallas","Flu ED visits pct",0.35
2024-04-27,"El Paso","Flu ED visits pct",0.81
2024-04-27,"Houston","Flu ED visits pct",0.29
2024-04-27,"Austin","Flu ED visits pct",0.5
2024-04-27,"Bronx","ILI ED visits",433
2024-04-27,"Brooklyn","ILI ED visits",509
2024-04-27,"Manhattan","ILI ED visits",325
2024-04-27,"NYC","ILI ED visits",1931
2024-04-27,"Queens","ILI ED visits",559
2024-04-27,"Staten Island","ILI ED visits",36
2024-05-04,"San Antonio","Flu ED visits pct",0.19
2024-05-04,"Dallas","Flu ED visits pct",0.29
2024-05-04,"El Paso","Flu ED visits pct",0.89
2024-05-04,"Houston","Flu ED visits pct",0.26
2024-05-04,"Austin","Flu ED visits pct",0.3
2024-05-04,"Bronx","ILI ED visits",399
2024-05-04,"Brooklyn","ILI ED visits",418
2024-05-04,"Manhattan","ILI ED visits",287
2024-05-04,"NYC","ILI ED visits",1683
2024-05-04,"Queens","ILI ED visits",465
2024-05-04,"Staten Island","ILI ED visits",47
2024-05-11,"San Antonio","Flu ED visits pct",0.18
2024-05-11,"Dallas","Flu ED visits pct",0.29
2024-05-11,"El Paso","Flu ED visits pct",0.63
2024-05-11,"Houston","Flu ED visits pct",0.3
2024-05-11,"Austin","Flu ED visits pct",0.31
2024-05-11,"Bronx","ILI ED visits",399
2024-05-11,"Brooklyn","ILI ED visits",393
2024-05-11,"Manhattan","ILI ED visits",329
2024-05-11,"NYC","ILI ED visits",1610
2024-05-11,"Queens","ILI ED visits",396
2024-05-11,"Staten Island","ILI ED visits",28
2024-05-18,"San Antonio","Flu ED visits pct",0.18
2024-05-18,"Dallas","Flu ED visits pct",0.24
2024-05-18,"El Paso","Flu ED visits pct",0.72
2024-05-18,"Houston","Flu ED visits pct",0.33
2024-05-18,"Austin","Flu ED visits pct",0.27
2024-05-18,"Bronx","ILI ED visits",474
2024-05-18,"Brooklyn","ILI ED visits",464
2024-05-18,"Manhattan","ILI ED visits",324
2024-05-18,"NYC","ILI ED visits",1814
2024-05-18,"Queens","ILI ED visits",465
2024-05-18,"Staten Island","ILI ED visits",25
2024-05-25,"San Antonio","Flu ED visits pct",0.19
2024-05-25,"Dallas","Flu ED visits pct",0.23
2024-05-25,"El Paso","Flu ED visits pct",0.48
2024-05-25,"Houston","Flu ED visits pct",0.27
2024-05-25,"Austin","Flu ED visits pct",0.2
2024-05-25,"Bronx","ILI ED visits",446
2024-05-25,"Brooklyn","ILI ED visits",455
2024-05-25,"Manhattan","ILI ED visits",309
2024-05-25,"NYC","ILI ED visits",1881
2024-05-25,"Queens","ILI ED visits",562
2024-05-25,"Staten Island","ILI ED visits",40
2024-06-01,"San Antonio","Flu ED visits pct",0.26
2024-06-01,"Dallas","Flu ED visits pct",0.27
2024-06-01,"El Paso","Flu ED visits pct",0.42
2024-06-01,"Houston","Flu ED visits pct",0.29
2024-06-01,"Austin","Flu ED visits pct",0.17
2024-06-01,"Bronx","ILI ED visits",461
2024-06-01,"Brooklyn","ILI ED visits",441
2024-06-01,"Manhattan","ILI ED visits",296
2024-06-01,"NYC","ILI ED visits",1804
2024-06-01,"Queens","ILI ED visits",511
2024-06-01,"Staten Island","ILI ED visits",40
2024-06-08,"San Antonio","Flu ED visits pct",0.19
2024-06-08,"Dallas","Flu ED visits pct",0.2
2024-06-08,"El Paso","Flu ED visits pct",0.34
2024-06-08,"Houston","Flu ED visits pct",0.23
2024-06-08,"Austin","Flu ED visits pct",0.13
2024-06-08,"Bronx","ILI ED visits",440
2024-06-08,"Brooklyn","ILI ED visits",449
2024-06-08,"Manhattan","ILI ED visits",299
2024-06-08,"NYC","ILI ED visits",1750
2024-06-08,"Queens","ILI ED visits",458
2024-06-08,"Staten Island","ILI ED visits",31
2024-06-15,"San Antonio","Flu ED visits pct",0.13
2024-06-15,"Dallas","Flu ED visits pct",0.2
2024-06-15,"El Paso","Flu ED visits pct",0.18
2024-06-15,"Houston","Flu ED visits pct",0.2
2024-06-15,"Austin","Flu ED visits pct",0.2
2024-06-15,"Bronx","ILI ED visits",401
2024-06-15,"Brooklyn","ILI ED visits",352
2024-06-15,"Manhattan","ILI ED visits",239
2024-06-15,"NYC","ILI ED visits",1551
2024-06-15,"Queens","ILI ED visits",473
2024-06-15,"Staten Island","ILI ED visits",22
2024-06-22,"San Antonio","Flu ED visits pct",0.12
2024-06-22,"Dallas","Flu ED visits pct",0.14
2024-06-22,"El Paso","Flu ED visits pct",0.22
2024-06-22,"Houston","Flu ED visits pct",0.19
2024-06-22,"Austin","Flu ED visits pct",0.25
2024-06-22,"Bronx","ILI ED visits",373
2024-06-22,"Brooklyn","ILI ED visits",383
2024-06-22,"Manhattan","ILI ED visits",237
2024-06-22,"NYC","ILI ED visits",1559
2024-06-22,"Queens","ILI ED visits",471
2024-06-22,"Staten Island","ILI ED visits",29
2024-06-29,"San Antonio","Flu ED visits pct",0.1
2024-06-29,"Dallas","Flu ED visits pct",0.17
2024-06-29,"El Paso","Flu ED visits pct",0.23
2024-06-29,"Houston","Flu ED visits pct",0.19
2024-06-29,"Austin","Flu ED visits pct",0.2
2024-06-29,"Bronx","ILI ED visits",331
2024-06-29,"Brooklyn","ILI ED visits",368
2024-06-29,"Manhattan","ILI ED visits",209
2024-06-29,"NYC","ILI ED visits",1489
2024-06-29,"Queens","ILI ED visits",506
2024-06-29,"Staten Island","ILI ED visits",26
2024-07-06,"San Antonio","Flu ED visits pct",0.11
2024-07-06,"Dallas","Flu ED visits pct",0.13
2024-07-06,"El Paso","Flu ED visits pct",0.15
2024-07-06,"Houston","Flu ED visits pct",0.25
2024-07-06,"Austin","Flu ED visits pct",0.21
2024-07-06,"Bronx","ILI ED visits",319
2024-07-06,"Brooklyn","ILI ED visits",340
2024-07-06,"Manhattan","ILI ED visits",211
2024-07-06,"NYC","ILI ED visits",1360
2024-07-06,"Queens","ILI ED visits",396
2024-07-06,"Staten Island","ILI ED visits",34
2024-07-13,"San Antonio","Flu ED visits pct",0.16
2024-07-13,"Dallas","Flu ED visits pct",0.11
2024-07-13,"El Paso","Flu ED visits pct",0.29
2024-07-13,"Houston","Flu ED visits pct",0.2
2024-07-13,"Austin","Flu ED visits pct",0.18
2024-07-13,"Bronx","ILI ED visits",312
2024-07-13,"Brooklyn","ILI ED visits",351
2024-07-13,"Manhattan","ILI ED visits",200
2024-07-13,"NYC","ILI ED visits",1339
2024-07-13,"Queens","ILI ED visits",398
2024-07-13,"Staten Island","ILI ED visits",23
2024-07-20,"San Antonio","Flu ED visits pct",0.14
2024-07-20,"Dallas","Flu ED visits pct",0.13
2024-07-20,"El Paso","Flu ED visits pct",0.16
2024-07-20,"Houston","Flu ED visits pct",0.18
2024-07-20,"Austin","Flu ED visits pct",0.31
2024-07-20,"Bronx","ILI ED visits",294
2024-07-20,"Brooklyn","ILI ED visits",344
2024-07-20,"Manhattan","ILI ED visits",198
2024-07-20,"NYC","ILI ED visits",1325
2024-07-20,"Queens","ILI ED visits",400
2024-07-20,"Staten Island","ILI ED visits",32
2024-07-27,"San Antonio","Flu ED visits pct",0.13
2024-07-27,"Dallas","Flu ED visits pct",0.13
2024-07-27,"El Paso","Flu ED visits pct",0.17
2024-07-27,"Houston","Flu ED visits pct",0.27
2024-07-27,"Austin","Flu ED visits pct",0.14
2024-07-27,"Bronx","ILI ED visits",361
2024-07-27,"Brooklyn","ILI ED visits",353
2024-07-27,"Manhattan","ILI ED visits",215
2024-07-27,"NYC","ILI ED visits",1433
2024-07-27,"Queens","ILI ED visits",422
2024-07-27,"Staten Island","ILI ED visits",28
2024-08-03,"San Antonio","Flu ED visits pct",0.09
2024-08-03,"Dallas","Flu ED visits pct",0.15
2024-08-03,"El Paso","Flu ED visits pct",0.19
2024-08-03,"Houston","Flu ED visits pct",0.23
2024-08-03,"Austin","Flu ED visits pct",0.2
2024-08-03,"Bronx","ILI ED visits",309
2024-08-03,"Brooklyn","ILI ED visits",318
2024-08-03,"Manhattan","ILI ED visits",223
2024-08-03,"NYC","ILI ED visits",1281
2024-08-03,"Queens","ILI ED visits",359
2024-08-03,"Staten Island","ILI ED visits",24
2024-08-10,"San Antonio","Flu ED visits pct",0.12
2024-08-10,"Dallas","Flu ED visits pct",0.12
2024-08-10,"El Paso","Flu ED visits pct",0.26
2024-08-10,"Houston","Flu ED visits pct",0.22
2024-08-10,"Austin","Flu ED visits pct",0.29
2024-08-10,"Bronx","ILI ED visits",314
2024-08-10,"Brooklyn","ILI ED visits",309
2024-08-10,"Manhattan","ILI ED visits",204
2024-08-10,"NYC","ILI ED visits",1234
2024-08-10,"Queens","ILI ED visits",331
2024-08-10,"Staten Island","ILI ED visits",28
2024-08-17,"San Antonio","Flu ED visits pct",0.08
2024-08-17,"Dallas","Flu ED visits pct",0.12
2024-08-17,"El Paso","Flu ED visits pct",0.16
2024-08-17,"Houston","Flu ED visits pct",0.2
2024-08-17,"Austin","Flu ED visits pct",0.17
2024-08-17,"Bronx","ILI ED visits",291
2024-08-17,"Brooklyn","ILI ED visits",332
2024-08-17,"Manhattan","ILI ED visits",229
2024-08-17,"NYC","ILI ED visits",1278
2024-08-17,"Queens","ILI ED visits",346
2024-08-17,"Staten Island","ILI ED visits",33
2024-08-24,"San Antonio","Flu ED visits pct",0.14
2024-08-24,"Dallas","Flu ED visits pct",0.16
2024-08-24,"El Paso","Flu ED visits pct",0.21
2024-08-24,"Houston","Flu ED visits pct",0.25
2024-08-24,"Austin","Flu ED visits pct",0.11
2024-08-24,"Bronx","ILI ED visits",329
2024-08-24,"Brooklyn","ILI ED visits",350
2024-08-24,"Manhattan","ILI ED visits",194
2024-08-24,"NYC","ILI ED visits",1321
2024-08-24,"Queens","ILI ED visits",361
2024-08-24,"Staten Island","ILI ED visits",30
2024-08-31,"San Antonio","Flu ED visits pct",0.13
2024-08-31,"Dallas","Flu ED visits pct",0.19
2024-08-31,"El Paso","Flu ED visits pct",0.14
2024-08-31,"Houston","Flu ED visits pct",0.28
2024-08-31,"Austin","Flu ED visits pct",0.23
2024-08-31,"Bronx","ILI ED visits",350
2024-08-31,"Brooklyn","ILI ED visits",329
2024-08-31,"Manhattan","ILI ED visits",207
2024-08-31,"NYC","ILI ED visits",1298
2024-08-31,"Queens","ILI ED visits",339
2024-08-31,"Staten Island","ILI ED visits",22
2024-09-07,"San Antonio","Flu ED visits pct",0.14
2024-09-07,"Dallas","Flu ED visits pct",0.21
2024-09-07,"El Paso","Flu ED visits pct",0.15
2024-09-07,"Houston","Flu ED visits pct",0.29
2024-09-07,"Austin","Flu ED visits pct",0.24
2024-09-07,"Bronx","ILI ED visits",291
2024-09-07,"Brooklyn","ILI ED visits",301
2024-09-07,"Manhattan","ILI ED visits",216
2024-09-07,"NYC","ILI ED visits",1255
2024-09-07,"Queens","ILI ED visits",359
2024-09-07,"Staten Island","ILI ED visits",21
2024-09-14,"San Antonio","Flu ED visits pct",0.12
2024-09-14,"Dallas","Flu ED visits pct",0.21
2024-09-14,"El Paso","Flu ED visits pct",0.29
2024-09-14,"Houston","Flu ED visits pct",0.31
2024-09-14,"Austin","Flu ED visits pct",0.25
2024-09-14,"Bronx","ILI ED visits",364
2024-09-14,"Brooklyn","ILI ED visits",418
2024-09-14,"Manhattan","ILI ED visits",239
2024-09-14,"NYC","ILI ED visits",1528
2024-09-14,"Queens","ILI ED visits",415
2024-09-14,"Staten Island","ILI ED visits",38
2024-09-21,"San Antonio","Flu ED visits pct",0.1
2024-09-21,"Dallas","Flu ED visits pct",0.2
2024-09-21,"El Paso","Flu ED visits pct",0.27
2024-09-21,"Houston","Flu ED visits pct",0.32
2024-09-21,"Austin","Flu ED visits pct",0.2
2024-09-21,"Bronx","ILI ED visits",508
2024-09-21,"Brooklyn","ILI ED visits",552
2024-09-21,"Manhattan","ILI ED visits",332
2024-09-21,"NYC","ILI ED visits",2031
2024-09-21,"Queens","ILI ED visits",532
2024-09-21,"Staten Island","ILI ED visits",46
2024-09-28,"San Antonio","Flu ED visits pct",0.21
2024-09-28,"Dallas","Flu ED visits pct",0.16
2024-09-28,"El Paso","Flu ED visits pct",0.14
2024-09-28,"Houston","Flu ED visits pct",0.3
2024-09-28,"Austin","Flu ED visits pct",0.27
2024-09-28,"Bronx","ILI ED visits",508
2024-09-28,"Brooklyn","ILI ED visits",552
2024-09-28,"Manhattan","ILI ED visits",315
2024-09-28,"NYC","ILI ED visits",2033
2024-09-28,"Queens","ILI ED visits",555
2024-09-28,"Staten Island","ILI ED visits",49
2024-10-05,"San Antonio","Flu ED visits pct",0.19
2024-10-05,"Dallas","Flu ED visits pct",0.19
2024-10-05,"El Paso","Flu ED visits pct",0.23
2024-10-05,"Houston","Flu ED visits pct",0.31
2024-10-05,"Austin","Flu ED visits pct",0.32
2024-10-05,"Bronx","ILI ED visits",419
2024-10-05,"Brooklyn","ILI ED visits",578
2024-10-05,"Manhattan","ILI ED visits",293
2024-10-05,"NYC","ILI ED visits",1932
2024-10-05,"Queens","ILI ED visits",531
2024-10-05,"Staten Island","ILI ED visits",38
2024-10-12,"San Antonio","Flu ED visits pct",0.19
2024-10-12,"Dallas","Flu ED visits pct",0.22
2024-10-12,"El Paso","Flu ED visits pct",0.23
2024-10-12,"Houston","Flu ED visits pct",0.36
2024-10-12,"Austin","Flu ED visits pct",0.27
2024-10-12,"Bronx","ILI ED visits",469
2024-10-12,"Brooklyn","ILI ED visits",553
2024-10-12,"Manhattan","ILI ED visits",329
2024-10-12,"NYC","ILI ED visits",2021
2024-10-12,"Queens","ILI ED visits",549
2024-10-12,"Staten Island","ILI ED visits",42
2024-10-19,"San Antonio","Flu ED visits pct",0.31
2024-10-19,"Dallas","Flu ED visits pct",0.16
2024-10-19,"El Paso","Flu ED visits pct",0.31
2024-10-19,"Houston","Flu ED visits pct",0.35
2024-10-19,"Austin","Flu ED visits pct",0.32
2024-10-19,"Bronx","ILI ED visits",521
2024-10-19,"Brooklyn","ILI ED visits",585
2024-10-19,"Manhattan","ILI ED visits",329
2024-10-19,"NYC","ILI ED visits",2113
2024-10-19,"Queens","ILI ED visits",550
2024-10-19,"Staten Island","ILI ED visits",54
2024-10-26,"San Antonio","Flu ED visits pct",0.34
2024-10-26,"Dallas","Flu ED visits pct",0.25
2024-10-26,"El Paso","Flu ED visits pct",0.33
2024-10-26,"Houston","Flu ED visits pct",0.47
2024-10-26,"Austin","Flu ED visits pct",0.2
2024-10-26,"Bronx","ILI ED visits",562
2024-10-26,"Brooklyn","ILI ED visits",638
2024-10-26,"Manhattan","ILI ED visits",350
2024-10-26,"NYC","ILI ED visits",2351
2024-10-26,"Queens","ILI ED visits",680
2024-10-26,"Staten Island","ILI ED visits",44
2024-11-02,"San Antonio","Flu ED visits pct",0.43
2024-11-02,"Dallas","Flu ED visits pct",0.22
2024-11-02,"El Paso","Flu ED visits pct",0.66
2024-11-02,"Houston","Flu ED visits pct",0.47
2024-11-02,"Austin","Flu ED visits pct",0.31
2024-11-02,"Bronx","ILI ED visits",468
2024-11-02,"Brooklyn","ILI ED visits",627
2024-11-02,"Manhattan","ILI ED visits",324
2024-11-02,"NYC","ILI ED visits",2147
2024-11-02,"Queens","ILI ED visits",618
2024-11-02,"Staten Island","ILI ED visits",44
2024-11-09,"San Antonio","Flu ED visits pct",0.47
2024-11-09,"Dallas","Flu ED visits pct",0.26
2024-11-09,"El Paso","Flu ED visits pct",0.53
2024-11-09,"Houston","Flu ED visits pct",0.72
2024-11-09,"Austin","Flu ED visits pct",0.23
2024-11-09,"Bronx","ILI ED visits",570
2024-11-09,"Brooklyn","ILI ED visits",687
2024-11-09,"Manhattan","ILI ED visits",361
2024-11-09,"NYC","ILI ED visits",2371
2024-11-09,"Queens","ILI ED visits",644
2024-11-09,"Staten Island","ILI ED visits",46
2024-11-16,"San Antonio","Flu ED visits pct",0.58
2024-11-16,"Dallas","Flu ED visits pct",0.31
2024-11-16,"El Paso","Flu ED visits pct",0.55
2024-11-16,"Houston","Flu ED visits pct",0.83
2024-11-16,"Austin","Flu ED visits pct",0.22
2024-11-16,"Bronx","ILI ED visits",594
2024-11-16,"Brooklyn","ILI ED visits",698
2024-11-16,"Manhattan","ILI ED visits",352
2024-11-16,"NYC","ILI ED visits",2444
2024-11-16,"Queens","ILI ED visits",658
2024-11-16,"Staten Island","ILI ED visits",57
2024-11-23,"San Antonio","Flu ED visits pct",0.73
2024-11-23,"Dallas","Flu ED visits pct",0.35
2024-11-23,"El Paso","Flu ED visits pct",0.74
2024-11-23,"Houston","Flu ED visits pct",1.14
2024-11-23,"Austin","Flu ED visits pct",0.42
2024-11-23,"Bronx","ILI ED visits",629
2024-11-23,"Brooklyn","ILI ED visits",825
2024-11-23,"Manhattan","ILI ED visits",434
2024-11-23,"NYC","ILI ED visits",2749
2024-11-23,"Queens","ILI ED visits",704
2024-11-23,"Staten Island","ILI ED visits",73
2024-11-30,"San Antonio","Flu ED visits pct",1.51
2024-11-30,"Dallas","Flu ED visits pct",0.55
2024-11-30,"El Paso","Flu ED visits pct",1.24
2024-11-30,"Houston","Flu ED visits pct",1.72
2024-11-30,"Austin","Flu ED visits pct",0.64
2024-11-30,"Bronx","ILI ED visits",676
2024-11-30,"Brooklyn","ILI ED visits",894
2024-11-30,"Manhattan","ILI ED visits",361
2024-11-30,"NYC","ILI ED visits",2873
2024-11-30,"Queens","ILI ED visits",777
2024-11-30,"Staten Island","ILI ED visits",66
2024-12-07,"San Antonio","Flu ED visits pct",1.32
2024-12-07,"Dallas","Flu ED visits pct",0.89
2024-12-07,"El Paso","Flu ED visits pct",1.14
2024-12-07,"Houston","Flu ED visits pct",1.7
2024-12-07,"Austin","Flu ED visits pct",0.75
2024-12-07,"Bronx","ILI ED visits",805
2024-12-07,"Brooklyn","ILI ED visits",945
2024-12-07,"Manhattan","ILI ED visits",413
2024-12-07,"NYC","ILI ED visits",3289
2024-12-07,"Queens","ILI ED visits",911
2024-12-07,"Staten Island","ILI ED visits",89
2024-12-14,"San Antonio","Flu ED visits pct",2.79
2024-12-14,"Dallas","Flu ED visits pct",1.62
2024-12-14,"El Paso","Flu ED visits pct",1.39
2024-12-14,"Houston","Flu ED visits pct",2.78
2024-12-14,"Austin","Flu ED visits pct",1.27
2024-12-14,"Bronx","ILI ED visits",871
2024-12-14,"Brooklyn","ILI ED visits",1132
2024-12-14,"Manhattan","ILI ED visits",557
2024-12-14,"NYC","ILI ED visits",3804
2024-12-14,"Queens","ILI ED visits",1027
2024-12-14,"Staten Island","ILI ED visits",99
2024-12-21,"San Antonio","Flu ED visits pct",4.65
2024-12-21,"Dallas","Flu ED visits pct",3.32
2024-12-21,"El Paso","Flu ED visits pct",3.09
2024-12-21,"Houston","Flu ED visits pct",4.45
2024-12-21,"Austin","Flu ED visits pct",2.4
2024-12-21,"Bronx","ILI ED visits",1004
2024-12-21,"Brooklyn","ILI ED visits",1339
2024-12-21,"Manhattan","ILI ED visits",605
2024-12-21,"NYC","ILI ED visits",4301
2024-12-21,"Queens","ILI ED visits",1103
2024-12-21,"Staten Island","ILI ED visits",111
2024-12-28,"San Antonio","Flu ED visits pct",6.83
2024-12-28,"Dallas","Flu ED visits pct",5.96
2024-12-28,"El Paso","Flu ED visits pct",7.27
2024-12-28,"Houston","Flu ED visits pct",6.64
2024-12-28,"Austin","Flu ED visits pct",3.69
2024-12-28,"Bronx","ILI ED visits",1268
2024-12-28,"Brooklyn","ILI ED visits",1578
2024-12-28,"Manhattan","ILI ED visits",756
2024-12-28,"NYC","ILI ED visits",5385
2024-12-28,"Queens","ILI ED visits",1411
2024-12-28,"Staten Island","ILI ED visits",190
2025-01-04,"San Antonio","Flu ED visits pct",5.69
2025-01-04,"Dallas","Flu ED visits pct",4.98
2025-01-04,"El Paso","Flu ED visits pct",7.03
2025-01-04,"Houston","Flu ED visits pct",5.51
2025-01-04,"Austin","Flu ED visits pct",3.55
2025-01-04,"Bronx","ILI ED visits",1386
2025-01-04,"Brooklyn","ILI ED visits",1657
2025-01-04,"Manhattan","ILI ED visits",842
2025-01-04,"NYC","ILI ED visits",5859
2025-01-04,"Queens","ILI ED visits",1577
2025-01-04,"Staten Island","ILI ED visits",195
2025-01-11,"San Antonio","Flu ED visits pct",5.47
2025-01-11,"Dallas","Flu ED visits pct",5.03
2025-01-11,"El Paso","Flu ED visits pct",7.18
2025-01-11,"Houston","Flu ED visits pct",4.19
2025-01-11,"Austin","Flu ED visits pct",3.92
2025-01-11,"Bronx","ILI ED visits",1348
2025-01-11,"Brooklyn","ILI ED visits",1609
2025-01-11,"Manhattan","ILI ED visits",754
2025-01-11,"NYC","ILI ED visits",5585
2025-01-11,"Queens","ILI ED visits",1556
2025-01-11,"Staten Island","ILI ED visits",152
2025-01-18,"San Antonio","Flu ED visits pct",8.79
2025-01-18,"Dallas","Flu ED visits pct",5.98
2025-01-18,"El Paso","Flu ED visits pct",5.82
2025-01-18,"Houston","Flu ED visits pct",5.41
2025-01-18,"Austin","Flu ED visits pct",6.91
2025-01-18,"Bronx","ILI ED visits",1664
2025-01-18,"Brooklyn","ILI ED visits",2038
2025-01-18,"Manhattan","ILI ED visits",964
2025-01-18,"NYC","ILI ED visits",6739
2025-01-18,"Queens","ILI ED visits",1702
2025-01-18,"Staten Island","ILI ED visits",171
2025-01-25,"San Antonio","Flu ED visits pct",12.18
2025-01-25,"Dallas","Flu ED visits pct",9.77
2025-01-25,"El Paso","Flu ED visits pct",6.58
2025-01-25,"Houston","Flu ED visits pct",6.58
2025-01-25,"Austin","Flu ED visits pct",9.94
2025-01-25,"Bronx","ILI ED visits",1809
2025-01-25,"Brooklyn","ILI ED visits",1952
2025-01-25,"Manhattan","ILI ED visits",950
2025-01-25,"NYC","ILI ED visits",6708
2025-01-25,"Queens","ILI ED visits",1640
2025-01-25,"Staten Island","ILI ED visits",178
2025-02-01,"San Antonio","Flu ED visits pct",11.64
2025-02-01,"Dallas","Flu ED visits pct",12.65
2025-02-01,"El Paso","Flu ED visits pct",6.75
2025-02-01,"Houston","Flu ED visits pct",5.85
2025-02-01,"Austin","Flu ED visits pct",10.84
2025-02-01,"Bronx","ILI ED visits",1544
2025-02-01,"Brooklyn","ILI ED visits",1752
2025-02-01,"Manhattan","ILI ED visits",832
2025-02-01,"NYC","ILI ED visits",6008
2025-02-01,"Queens","ILI ED visits",1495
2025-02-01,"Staten Island","ILI ED visits",174
2025-02-08,"San Antonio","Flu ED visits pct",8.76
2025-02-08,"Dallas","Flu ED visits pct",9.68
2025-02-08,"El Paso","Flu ED visits pct",6.19
2025-02-08,"Houston","Flu ED visits pct",5.21
2025-02-08,"Austin","Flu ED visits pct",7.94
2025-02-08,"Bronx","ILI ED visits",1381
2025-02-08,"Brooklyn","ILI ED visits",1539
2025-02-08,"Manhattan","ILI ED visits",782
2025-02-08,"NYC","ILI ED visits",5349
2025-02-08,"Queens","ILI ED visits",1371
2025-02-08,"Staten Island","ILI ED visits",126
2025-02-15,"Bronx","ILI ED visits",1132
